Team,Year,Sport,Bronze,Gold,No medal,Silver
Tuvalu,2008,Weightlifting,0,0,1,0
Tuvalu,2012,Athletics,0,0,2,0
Tuvalu,2012,Weightlifting,0,0,1,0
Tuvalu,2016,Athletics,0,0,1,0
Tuvalu,2020,Athletics,0,0,2,0
Tuvalu,2024,Athletics,0,0,2,0
Twinkle,1960,Sailing,0,0,2,0
Twins II,1928,Sailing,0,0,5,0
Twins VIII,1956,Sailing,0,0,4,0
Türkiye,2024,Archery,3,0,6,0
Türkiye,2024,Artistic Gymnastics,0,0,42,0
Türkiye,2024,Athletics,0,0,16,0
Türkiye,2024,Badminton,0,0,1,0
Türkiye,2024,Boxing,1,0,4,2
Türkiye,2024,Cycling Road,0,0,1,0
Türkiye,2024,Fencing,0,0,2,0
Türkiye,2024,Judo,0,0,16,0
Türkiye,2024,"Marathon Swimming, Swimming",0,0,5,0
Türkiye,2024,Modern Pentathlon,0,0,2,0
Türkiye,2024,Rowing,0,0,1,0
Türkiye,2024,Sailing,0,0,8,0
Türkiye,2024,Shooting,0,0,11,2
Türkiye,2024,Swimming,0,0,11,0
Türkiye,2024,Table Tennis,0,0,1,0
Türkiye,2024,Taekwondo,1,0,4,0
Türkiye,2024,Volleyball,0,0,13,0
Türkiye,2024,Weightlifting,0,0,1,0
Türkiye,2024,Wrestling,2,0,9,0
UA Emirates,2024,Athletics,0,0,1,0
UA Emirates,2024,Cycling Road,0,0,1,0
UA Emirates,2024,Equestrian,0,0,6,0
UA Emirates,2024,Judo,0,0,6,0
UA Emirates,2024,Swimming,0,0,2,0
USFSA,1900,Football,0,0,0,13
Ubu,1928,Sailing,0,0,5,0
Uganda,1956,Athletics,0,0,5,0
Uganda,1960,Athletics,0,0,10,0
Uganda,1960,Boxing,0,0,6,0
Uganda,1964,Athletics,0,0,14,0
Uganda,1964,Boxing,0,0,5,0
Uganda,1968,Athletics,0,0,6,0
Uganda,1968,Boxing,1,0,6,1
Uganda,1972,Athletics,0,1,9,0
Uganda,1972,Boxing,0,0,7,1
Uganda,1972,Hockey,0,0,17,0
Uganda,1980,Athletics,0,0,9,0
Uganda,1980,Boxing,0,0,6,1
Uganda,1984,Athletics,0,0,14,0
Uganda,1984,Boxing,0,0,11,0
Uganda,1984,Cycling,0,0,2,0
Uganda,1984,Swimming,0,0,1,0
Uganda,1984,Weightlifting,0,0,2,0
Uganda,1988,Athletics,0,0,19,0
Uganda,1988,Boxing,0,0,9,0
Uganda,1988,Weightlifting,0,0,2,0
Uganda,1992,Athletics,0,0,5,0
Uganda,1992,Boxing,0,0,3,0
Uganda,1992,Table Tennis,0,0,1,0
Uganda,1996,Athletics,1,0,3,0
Uganda,1996,Boxing,0,0,2,0
Uganda,1996,Table Tennis,0,0,5,0
Uganda,1996,Weightlifting,0,0,1,0
Uganda,2000,Archery,0,0,1,0
Uganda,2000,Athletics,0,0,5,0
Uganda,2000,Boxing,0,0,4,0
Uganda,2000,Swimming,0,0,2,0
Uganda,2000,Table Tennis,0,0,1,0
Uganda,2004,Athletics,0,0,4,0
Uganda,2004,Boxing,0,0,5,0
Uganda,2004,Swimming,0,0,1,0
Uganda,2004,Weightlifting,0,0,1,0
Uganda,2008,Athletics,0,0,7,0
Uganda,2008,Badminton,0,0,1,0
Uganda,2008,Boxing,0,0,1,0
Uganda,2008,Swimming,0,0,2,0
Uganda,2012,Athletics,0,1,11,0
Uganda,2012,Badminton,0,0,1,0
Uganda,2012,Swimming,0,0,2,0
Uganda,2012,Weightlifting,0,0,1,0
Uganda,2016,Athletics,0,0,19,0
Uganda,2016,Boxing,0,0,2,0
Uganda,2016,Swimming,0,0,2,0
Uganda,2020,Athletics,1,2,18,1
Uganda,2020,Boxing,0,0,3,0
Uganda,2020,Rowing,0,0,1,0
Uganda,2020,Swimming,0,0,2,0
Uganda,2024,Athletics,0,1,21,1
Uganda,2024,Cycling Road,0,0,1,0
Uganda,2024,Rowing,0,0,1,0
Uganda,2024,Swimming,0,0,2,0
Ukraine,1996,Archery,1,0,11,0
Ukraine,1996,Athletics,3,1,46,0
Ukraine,1996,Badminton,0,0,6,0
Ukraine,1996,Basketball,0,0,12,0
Ukraine,1996,Boxing,1,1,5,0
Ukraine,1996,Canoeing,0,0,18,0
Ukraine,1996,Cycling,0,0,14,0
Ukraine,1996,Diving,0,0,8,0
Ukraine,1996,Fencing,0,0,6,0
Ukraine,1996,Gymnastics,7,3,80,1
Ukraine,1996,Judo,0,0,3,0
Ukraine,1996,Modern Pentathlon,0,0,1,0
Ukraine,1996,Rhythmic Gymnastics,1,1,0,0
Ukraine,1996,Rowing,0,0,16,4
Ukraine,1996,Sailing,2,2,8,0
Ukraine,1996,Shooting,0,0,15,0
Ukraine,1996,Swimming,0,0,25,0
Ukraine,1996,Volleyball,0,0,12,0
Ukraine,1996,Water Polo,0,0,13,0
Ukraine,1996,Weightlifting,1,1,5,0
Ukraine,1996,Wrestling,3,1,13,0
Ukraine,2000,Archery,0,0,9,3
Ukraine,2000,Athletics,2,0,59,0
Ukraine,2000,Badminton,0,0,6,0
Ukraine,2000,Boxing,3,0,6,2
Ukraine,2000,Canoeing,0,0,13,0
Ukraine,2000,Cycling,1,0,18,4
Ukraine,2000,Diving,2,0,10,0
Ukraine,2000,Fencing,0,0,19,0
Ukraine,2000,Gymnastics,1,0,67,6
Ukraine,2000,Judo,1,0,6,0
Ukraine,2000,Modern Pentathlon,0,0,3,0
Ukraine,2000,Rhythmic Gymnastics,0,0,2,0
Ukraine,2000,Rowing,0,0,12,0
Ukraine,2000,Sailing,2,0,9,0
Ukraine,2000,Shooting,0,1,11,0
Ukraine,2000,Swimming,0,2,51,2
Ukraine,2000,Synchronized Swimming,0,0,2,0
Ukraine,2000,Table Tennis,0,0,1,0
Ukraine,2000,Tennis,0,0,2,0
Ukraine,2000,Trampolining,0,0,1,1
Ukraine,2000,Triathlon,0,0,2,0
Ukraine,2000,Weightlifting,0,0,10,0
Ukraine,2000,Wrestling,0,0,14,2
Ukraine,2004,Archery,3,0,9,0
Ukraine,2004,Athletics,2,0,52,1
Ukraine,2004,Boxing,0,0,6,0
Ukraine,2004,Canoeing,4,0,6,0
Ukraine,2004,Cycling,0,0,21,0
Ukraine,2004,Diving,0,0,10,0
Ukraine,2004,Fencing,1,0,15,0
Ukraine,2004,Gymnastics,0,1,72,0
Ukraine,2004,Handball,15,0,0,0
Ukraine,2004,Judo,0,0,7,1
Ukraine,2004,Modern Pentathlon,0,0,1,0
Ukraine,2004,Rhythmic Gymnastics,1,0,7,0
Ukraine,2004,Rowing,4,0,6,0
Ukraine,2004,Sailing,0,0,5,5
Ukraine,2004,Shooting,0,1,19,0
Ukraine,2004,Swimming,1,2,44,0
Ukraine,2004,Synchronized Swimming,0,0,2,0
Ukraine,2004,Taekwondo,0,0,1,0
Ukraine,2004,Tennis,0,0,3,0
Ukraine,2004,Trampolining,0,1,1,0
Ukraine,2004,Triathlon,0,0,2,0
Ukraine,2004,Weightlifting,0,1,7,1
Ukraine,2004,Wrestling,0,2,14,0
Ukraine,2008,Archery,0,1,7,0
Ukraine,2008,Athletics,3,1,67,1
Ukraine,2008,Badminton,0,0,2,0
Ukraine,2008,Boxing,1,1,5,0
Ukraine,2008,Canoeing,1,1,5,0
Ukraine,2008,Cycling,1,0,21,0
Ukraine,2008,Diving,2,0,9,0
Ukraine,2008,Equestrianism,0,0,8,0
Ukraine,2008,Fencing,0,4,12,0
Ukraine,2008,Gymnastics,1,0,30,0
Ukraine,2008,Judo,1,0,8,0
Ukraine,2008,Modern Pentathlon,1,0,2,0
Ukraine,2008,Rhythmic Gymnastics,1,0,7,0
Ukraine,2008,Rowing,0,0,10,0
Ukraine,2008,Sailing,0,0,6,0
Ukraine,2008,Shooting,0,2,16,1
Ukraine,2008,Swimming,0,0,45,0
Ukraine,2008,Synchronized Swimming,0,0,2,0
Ukraine,2008,Table Tennis,0,0,3,0
Ukraine,2008,Tennis,0,0,4,0
Ukraine,2008,Trampolining,0,0,2,0
Ukraine,2008,Triathlon,0,0,3,0
Ukraine,2008,Weightlifting,1,0,7,1
Ukraine,2008,Wrestling,3,0,11,2
Ukraine,2012,Archery,0,0,12,0
Ukraine,2012,Athletics,5,0,74,1
Ukraine,2012,Badminton,0,0,2,0
Ukraine,2012,Boxing,2,2,2,1
Ukraine,2012,Canoeing,0,1,0,2
Ukraine,2012,Cycling,0,0,12,0
Ukraine,2012,Diving,0,0,15,0
Ukraine,2012,Equestrianism,0,0,9,0
Ukraine,2012,Fencing,1,1,9,0
Ukraine,2012,Gymnastics,1,0,33,0
Ukraine,2012,Judo,0,0,10,0
Ukraine,2012,Modern Pentathlon,0,0,4,0
Ukraine,2012,Rhythmic Gymnastics,0,0,8,0
Ukraine,2012,Rowing,0,4,17,0
Ukraine,2012,Sailing,0,0,4,0
Ukraine,2012,Shooting,2,0,14,0
Ukraine,2012,Swimming,0,0,23,0
Ukraine,2012,Synchronized Swimming,0,0,2,0
Ukraine,2012,Table Tennis,0,0,4,0
Ukraine,2012,Taekwondo,0,0,2,0
Ukraine,2012,Tennis,0,0,2,0
Ukraine,2012,Trampolining,0,0,2,0
Ukraine,2012,Triathlon,0,0,2,0
Ukraine,2012,Weightlifting,1,1,4,0
Ukraine,2012,Wrestling,0,0,12,1
Ukraine,2016,Archery,0,0,7,0
Ukraine,2016,Athletics,1,0,71,0
Ukraine,2016,Badminton,0,0,2,0
Ukraine,2016,Boxing,0,0,5,0
Ukraine,2016,Canoeing,2,1,9,0
Ukraine,2016,Cycling,0,0,9,0
Ukraine,2016,Diving,0,0,7,0
Ukraine,2016,Equestrianism,0,0,9,0
Ukraine,2016,Fencing,1,0,18,4
Ukraine,2016,Gymnastics,0,1,31,1
Ukraine,2016,Judo,0,0,7,0
Ukraine,2016,Modern Pentathlon,0,0,2,1
Ukraine,2016,Rhythmic Gymnastics,1,0,5,0
Ukraine,2016,Rowing,0,0,8,0
Ukraine,2016,Sailing,0,0,3,0
Ukraine,2016,Shooting,0,0,15,1
Ukraine,2016,Swimming,0,0,8,0
Ukraine,2016,Synchronized Swimming,0,0,10,0
Ukraine,2016,Table Tennis,0,0,2,0
Ukraine,2016,Tennis,0,0,4,0
Ukraine,2016,Trampolining,0,0,1,0
Ukraine,2016,Triathlon,0,0,2,0
Ukraine,2016,Weightlifting,0,0,8,0
Ukraine,2016,Wrestling,0,0,10,1
Ukraine,2020,Archery,0,0,9,0
Ukraine,2020,Artistic Gymnastics,0,0,36,0
Ukraine,2020,Artistic Swimming,10,0,0,0
Ukraine,2020,Athletics,1,0,48,0
Ukraine,2020,Badminton,0,0,2,0
Ukraine,2020,Boxing,0,0,4,1
Ukraine,2020,Canoe Slalom,0,0,2,0
Ukraine,2020,Canoe Sprint,1,0,15,2
Ukraine,2020,Cycling Mountain Bike,0,0,1,0
Ukraine,2020,Cycling Road,0,0,2,0
Ukraine,2020,Cycling Track,0,0,5,1
Ukraine,2020,Diving,0,0,7,0
Ukraine,2020,Equestrian,0,0,2,0
Ukraine,2020,Fencing,1,0,8,0
Ukraine,2020,Judo,1,0,6,0
Ukraine,2020,Karate,1,0,1,1
Ukraine,2020,Marathon Swimming,0,0,1,0
Ukraine,2020,Modern Pentathlon,0,0,1,0
Ukraine,2020,Rhythmic Gymnastics,0,0,7,0
Ukraine,2020,Rowing,0,0,2,0
Ukraine,2020,Shooting,2,0,10,0
Ukraine,2020,Swimming,1,0,9,1
Ukraine,2020,Table Tennis,0,0,3,0
Ukraine,2020,Tennis,1,0,5,0
Ukraine,2020,Trampoline Gymnastics,0,0,1,0
Ukraine,2020,Triathlon,0,0,1,0
Ukraine,2020,Weightlifting,0,0,2,0
Ukraine,2020,Wrestling,2,1,6,1
Ukraine,2024,Archery,0,0,4,0
Ukraine,2024,Artistic Gymnastics,0,0,47,1
Ukraine,2024,Artistic Swimming,0,0,2,0
Ukraine,2024,Athletics,2,1,25,0
Ukraine,2024,Badminton,0,0,1,0
Ukraine,2024,Boxing,0,1,2,0
Ukraine,2024,Breaking,0,0,3,0
Ukraine,2024,Canoe Slalom,0,0,3,0
Ukraine,2024,Canoe Sprint,0,0,10,2
Ukraine,2024,Cycling Mountain Bike,0,0,2,0
Ukraine,2024,Cycling Road,0,0,3,0
Ukraine,2024,Diving,0,0,11,0
Ukraine,2024,Fencing,1,4,9,0
Ukraine,2024,Football,0,0,18,0
Ukraine,2024,Judo,0,0,5,0
Ukraine,2024,Modern Pentathlon,0,0,3,0
Ukraine,2024,Rhythmic Gymnastics,0,0,6,0
Ukraine,2024,Rowing,0,0,6,0
Ukraine,2024,Shooting,0,0,10,1
Ukraine,2024,Sport Climbing,0,0,2,0
Ukraine,2024,Swimming,0,0,7,0
Ukraine,2024,Table Tennis,0,0,3,0
Ukraine,2024,Tennis,0,0,7,0
Ukraine,2024,Weightlifting,0,0,1,0
Ukraine,2024,Wrestling,1,0,6,2
Ukraine-1,2008,Tennis,0,0,2,0
Ukraine-1,2016,Tennis,0,0,2,0
Ukraine-2,2008,Tennis,0,0,2,0
Ukraine-2,2016,Tennis,0,0,2,0
Umberta V,1964,Sailing,0,0,2,0
Unified Team,1992,Archery,4,0,8,0
Unified Team,1992,Athletics,3,12,85,14
Unified Team,1992,Badminton,0,0,2,0
Unified Team,1992,Basketball,0,12,12,0
Unified Team,1992,Boxing,1,0,10,1
Unified Team,1992,Canoeing,0,2,20,1
Unified Team,1992,Cycling,0,0,21,0
Unified Team,1992,Diving,1,0,5,2
Unified Team,1992,Equestrianism,0,0,15,0
Unified Team,1992,Fencing,6,5,19,2
Unified Team,1992,Gymnastics,4,19,56,5
Unified Team,1992,Handball,13,12,0,0
Unified Team,1992,Hockey,0,0,15,0
Unified Team,1992,Judo,2,2,9,0
Unified Team,1992,Modern Pentathlon,1,0,2,3
Unified Team,1992,Rhythmic Gymnastics,1,1,0,0
Unified Team,1992,Rowing,4,0,43,0
Unified Team,1992,Sailing,0,0,14,0
Unified Team,1992,Shooting,1,5,20,2
Unified Team,1992,Swimming,5,11,37,14
Unified Team,1992,Synchronized Swimming,0,0,5,0
Unified Team,1992,Table Tennis,0,0,7,0
Unified Team,1992,Tennis,3,0,4,0
Unified Team,1992,Volleyball,0,0,12,8
Unified Team,1992,Water Polo,13,0,0,0
Unified Team,1992,Weightlifting,0,5,1,4
Unified Team,1992,Wrestling,5,6,4,5
Unified Team-1,1992,Table Tennis,0,0,2,0
Unified Team-2,1992,Table Tennis,0,0,2,0
Union des Socits Franais de Sports Athletiques,1900,Cricket,0,0,0,12
Union des Socits Franais de Sports Athletiques,1900,Rugby,0,17,0,0
Unique,1952,Sailing,0,0,3,0
United Arab Emirates,1984,Athletics,0,0,11,0
United Arab Emirates,1988,Cycling,0,0,7,0
United Arab Emirates,1988,Swimming,0,0,29,0
United Arab Emirates,1992,Athletics,0,0,4,0
United Arab Emirates,1992,Cycling,0,0,7,0
United Arab Emirates,1992,Swimming,0,0,25,0
United Arab Emirates,1996,Athletics,0,0,1,0
United Arab Emirates,1996,Cycling,0,0,1,0
United Arab Emirates,1996,Shooting,0,0,1,0
United Arab Emirates,1996,Swimming,0,0,1,0
United Arab Emirates,2000,Athletics,0,0,1,0
United Arab Emirates,2000,Shooting,0,0,3,0
United Arab Emirates,2000,Swimming,0,0,1,0
United Arab Emirates,2004,Athletics,0,0,1,0
United Arab Emirates,2004,Shooting,0,1,2,0
United Arab Emirates,2004,Swimming,0,0,1,0
United Arab Emirates,2008,Athletics,0,0,1,0
United Arab Emirates,2008,Equestrianism,0,0,1,0
United Arab Emirates,2008,Judo,0,0,1,0
United Arab Emirates,2008,Sailing,0,0,1,0
United Arab Emirates,2008,Shooting,0,0,3,0
United Arab Emirates,2008,Swimming,0,0,1,0
United Arab Emirates,2008,Taekwondo,0,0,1,0
United Arab Emirates,2012,Athletics,0,0,2,0
United Arab Emirates,2012,Football,0,0,18,0
United Arab Emirates,2012,Judo,0,0,1,0
United Arab Emirates,2012,Shooting,0,0,3,0
United Arab Emirates,2012,Swimming,0,0,1,0
United Arab Emirates,2012,Weightlifting,0,0,1,0
United Arab Emirates,2016,Athletics,0,0,2,0
United Arab Emirates,2016,Cycling,0,0,1,0
United Arab Emirates,2016,Judo,1,0,2,0
United Arab Emirates,2016,Shooting,0,0,3,0
United Arab Emirates,2016,Swimming,0,0,2,0
United Arab Emirates,2016,Weightlifting,0,0,1,0
United Arab Emirates,2020,Athletics,0,0,1,0
United Arab Emirates,2020,Judo,0,0,2,0
United Arab Emirates,2020,Shooting,0,0,1,0
United Arab Emirates,2020,Swimming,0,0,1,0
United Arab Republic,1960,Athletics,0,0,2,0
United Arab Republic,1960,Boxing,1,0,3,0
United Arab Republic,1960,Diving,0,0,4,0
United Arab Republic,1960,Equestrianism,0,0,6,0
United Arab Republic,1960,Fencing,0,0,9,0
United Arab Republic,1960,Football,0,0,17,0
United Arab Republic,1960,Gymnastics,0,0,48,0
United Arab Republic,1960,Rowing,0,0,9,0
United Arab Republic,1960,Shooting,0,0,3,0
United Arab Republic,1960,Water Polo,0,0,10,0
United Arab Republic,1960,Weightlifting,0,0,7,0
United Arab Republic,1960,Wrestling,0,0,3,1
United States,1896,Athletics,2,9,4,6
United States,1896,Shooting,0,2,1,1
United States,1896,Swimming,0,0,2,0
United States,1900,Athletics,10,16,52,13
United States,1900,Cycling,1,0,1,0
United States,1900,Fencing,0,0,3,0
United States,1900,Golf,1,2,5,1
United States,1900,Swimming,0,0,2,0
United States,1900,Tennis,1,0,6,0
United States,1904,Archery,4,4,38,4
United States,1904,Athletics,21,21,86,21
United States,1904,Boxing,4,7,6,7
United States,1904,Cycling,7,7,39,7
United States,1904,Diving,1,1,0,0
United States,1904,Fencing,4,2,7,7
United States,1904,Golf,2,0,67,1
United States,1904,Gymnastics,9,11,315,7
United States,1904,Roque,1,1,1,1
United States,1904,Rowing,1,1,1,1
United States,1904,Swimming,4,3,18,3
United States,1904,Tennis,2,1,22,1
United States,1904,Weightlifting,0,1,1,2
United States,1904,Wrestling,6,5,23,6
United States,1906,Athletics,6,11,43,6
United States,1906,Diving,0,0,1,0
United States,1906,Swimming,0,1,7,0
United States,1906,Tennis,0,0,4,0
United States,1906,Wrestling,0,0,2,0
United States,1908,Archery,1,0,1,0
United States,1908,Athletics,8,19,102,14
United States,1908,Cycling,0,0,6,0
United States,1908,Diving,1,0,3,0
United States,1908,Figure Skating,0,0,1,0
United States,1908,Jeu De Paume,0,1,1,0
United States,1908,Shooting,1,11,19,2
United States,1908,Swimming,4,1,9,0
United States,1908,Tug-Of-War,0,0,8,0
United States,1908,Wrestling,0,2,4,0
United States,1912,Art Competitions,0,1,0,0
United States,1912,Athletics,12,23,134,14
United States,1912,Cycling,10,0,8,0
United States,1912,Diving,0,0,6,0
United States,1912,Equestrianism,4,0,9,0
United States,1912,Fencing,0,0,30,0
United States,1912,Modern Pentathlon,0,0,1,0
United States,1912,Shooting,9,20,58,7
United States,1912,Swimming,1,2,8,4
United States,1912,Tennis,0,0,1,0
United States,1912,Wrestling,0,0,2,0
United States,1920,Athletics,8,16,84,12
United States,1920,Boxing,1,3,12,0
United States,1920,Cycling,0,0,20,0
United States,1920,Diving,3,3,11,2
United States,1920,Equestrianism,0,0,17,0
United States,1920,Fencing,5,0,32,0
United States,1920,Figure Skating,1,0,3,0
United States,1920,Gymnastics,0,0,4,0
United States,1920,Ice Hockey,0,0,0,11
United States,1920,Modern Pentathlon,0,0,2,0
United States,1920,Polo,4,0,0,0
United States,1920,Rowing,0,12,0,5
United States,1920,Rugby,0,16,0,0
United States,1920,Shooting,10,46,42,8
United States,1920,Swimming,3,14,18,5
United States,1920,Tug-Of-War,0,0,8,0
United States,1920,Water Polo,0,0,12,0
United States,1920,Wrestling,3,1,14,2
United States,1924,Art Competitions,0,0,2,0
United States,1924,Athletics,15,18,64,15
United States,1924,Boxing,2,2,10,2
United States,1924,Cycling,0,0,11,0
United States,1924,Diving,3,4,4,4
United States,1924,Equestrianism,1,0,15,0
United States,1924,Fencing,0,0,35,0
United States,1924,Football,0,0,13,0
United States,1924,Gymnastics,0,1,71,0
United States,1924,Modern Pentathlon,0,0,4,0
United States,1924,Polo,0,0,0,4
United States,1924,Rowing,8,11,0,1
United States,1924,Rugby,0,19,0,0
United States,1924,Shooting,5,14,22,2
United States,1924,Swimming,5,16,8,5
United States,1924,Tennis,0,2,6,0
United States,1924,Water Polo,9,0,0,0
United States,1924,Wrestling,1,4,8,1
United States,1928,Art Competitions,0,0,91,0
United States,1928,Athletics,8,15,74,11
United States,1928,Boxing,1,0,5,2
United States,1928,Cycling,0,0,7,0
United States,1928,Diving,2,4,3,3
United States,1928,Equestrianism,0,0,12,0
United States,1928,Fencing,1,0,27,0
United States,1928,Football,0,0,11,0
United States,1928,Gymnastics,0,0,56,0
United States,1928,Modern Pentathlon,0,0,3,0
United States,1928,Rowing,2,11,8,5
United States,1928,Sailing,0,0,1,0
United States,1928,Swimming,3,16,16,2
United States,1928,Water Polo,0,0,9,0
United States,1928,Wrestling,0,1,5,1
United States,1932,Art Competitions,0,3,397,4
United States,1932,Athletics,6,25,46,13
United States,1932,Boxing,3,2,3,0
United States,1932,Cycling,0,0,15,0
United States,1932,Diving,4,4,0,4
United States,1932,Equestrianism,4,3,9,2
United States,1932,Fencing,12,0,17,1
United States,1932,Gymnastics,5,5,19,10
United States,1932,Hockey,14,0,0,0
United States,1932,Modern Pentathlon,1,0,2,0
United States,1932,Rowing,0,14,11,1
United States,1932,Sailing,0,0,2,0
United States,1932,Shooting,0,0,6,0
United States,1932,Swimming,3,8,17,5
United States,1932,Water Polo,7,0,0,0
United States,1932,Weightlifting,2,0,8,0
United States,1932,Wrestling,0,3,2,2
United States,1936,Art Competitions,0,0,63,1
United States,1936,Athletics,4,20,56,10
United States,1936,Basketball,0,14,0,0
United States,1936,Boxing,1,0,6,1
United States,1936,Canoeing,1,0,13,0
United States,1936,Cycling,0,0,16,0
United States,1936,Diving,2,4,2,4
United States,1936,Equestrianism,0,0,17,1
United States,1936,Fencing,0,0,30,0
United States,1936,Football,0,0,11,0
United States,1936,Gymnastics,0,0,72,0
United States,1936,Handball,0,0,13,0
United States,1936,Hockey,0,0,14,0
United States,1936,Modern Pentathlon,0,0,2,1
United States,1936,Rowing,1,9,16,0
United States,1936,Shooting,0,0,6,0
United States,1936,Swimming,7,2,19,8
United States,1936,Water Polo,0,0,9,0
United States,1936,Weightlifting,0,1,9,0
United States,1936,Wrestling,0,1,3,3
United States,1948,Athletics,10,18,66,5
United States,1948,Basketball,0,14,0,0
United States,1948,Boxing,0,0,7,1
United States,1948,Canoeing,0,2,7,3
United States,1948,Cycling,0,0,15,0
United States,1948,Diving,2,4,1,4
United States,1948,Equestrianism,0,3,11,4
United States,1948,Fencing,6,0,24,0
United States,1948,Football,0,0,11,0
United States,1948,Gymnastics,8,0,63,0
United States,1948,Hockey,0,0,14,0
United States,1948,Modern Pentathlon,0,0,2,1
United States,1948,Rowing,4,14,8,0
United States,1948,Sailing,0,0,0,1
United States,1948,Shooting,0,1,10,1
United States,1948,Swimming,1,18,14,6
United States,1948,Water Polo,0,0,8,0
United States,1948,Weightlifting,1,4,4,3
United States,1948,Wrestling,1,2,4,1
United States,1952,Athletics,6,21,46,13
United States,1952,Basketball,0,14,0,0
United States,1952,Boxing,0,5,5,0
United States,1952,Canoeing,0,1,11,0
United States,1952,Cycling,0,0,16,0
United States,1952,Diving,3,4,3,2
United States,1952,Equestrianism,6,0,12,0
United States,1952,Fencing,0,0,30,0
United States,1952,Football,0,0,11,0
United States,1952,Gymnastics,0,0,120,0
United States,1952,Modern Pentathlon,0,0,6,0
United States,1952,Rowing,5,11,10,0
United States,1952,Sailing,0,0,1,0
United States,1952,Shooting,1,1,8,0
United States,1952,Swimming,6,11,20,2
United States,1952,Water Polo,0,0,10,0
United States,1952,Weightlifting,0,4,1,2
United States,1952,Wrestling,1,1,4,2
United States,1956,Athletics,8,22,57,10
United States,1956,Basketball,0,12,0,0
United States,1956,Boxing,0,2,5,1
United States,1956,Canoeing,0,0,12,0
United States,1956,Cycling,0,0,16,0
United States,1956,Diving,2,3,3,4
United States,1956,Equestrianism,0,0,14,0
United States,1956,Fencing,0,0,29,0
United States,1956,Football,0,0,11,0
United States,1956,Gymnastics,0,0,90,0
United States,1956,Hockey,0,0,13,0
United States,1956,Modern Pentathlon,0,0,3,3
United States,1956,Rowing,1,14,5,6
United States,1956,Sailing,1,0,0,0
United States,1956,Shooting,1,0,9,0
United States,1956,Swimming,5,2,19,15
United States,1956,Water Polo,0,0,10,0
United States,1956,Weightlifting,1,4,0,2
United States,1956,Wrestling,1,0,14,1
United States,1960,Athletics,6,18,64,8
United States,1960,Basketball,0,12,0,0
United States,1960,Boxing,1,3,6,0
United States,1960,Canoeing,0,0,13,0
United States,1960,Cycling,0,0,17,0
United States,1960,Diving,0,2,2,4
United States,1960,Equestrianism,0,0,13,3
United States,1960,Fencing,1,0,32,0
United States,1960,Gymnastics,0,0,84,0
United States,1960,Modern Pentathlon,4,0,2,0
United States,1960,Rowing,3,4,19,0
United States,1960,Sailing,0,0,1,0
United States,1960,Shooting,0,1,10,1
United States,1960,Swimming,3,34,11,3
United States,1960,Water Polo,0,0,10,0
United States,1960,Weightlifting,1,1,1,4
United States,1960,Wrestling,0,3,13,0
United States,1964,Athletics,3,20,66,10
United States,1964,Basketball,0,12,0,0
United States,1964,Boxing,3,1,6,0
United States,1964,Canoeing,1,0,10,2
United States,1964,Cycling,0,0,18,0
United States,1964,Diving,3,3,4,2
United States,1964,Equestrianism,0,0,16,4
United States,1964,Fencing,0,0,31,0
United States,1964,Gymnastics,0,0,84,0
United States,1964,Judo,1,0,3,0
United States,1964,Modern Pentathlon,0,0,3,3
United States,1964,Rowing,5,12,8,2
United States,1964,Sailing,0,0,0,1
United States,1964,Shooting,3,2,5,2
United States,1964,Swimming,8,45,15,8
United States,1964,Volleyball,0,0,24,0
United States,1964,Water Polo,0,0,10,0
United States,1964,Weightlifting,1,0,5,1
United States,1964,Wrestling,1,0,15,0
United States,1968,Athletics,7,24,67,6
United States,1968,Basketball,0,12,0,0
United States,1968,Boxing,4,2,4,1
United States,1968,Canoeing,0,0,13,0
United States,1968,Cycling,0,0,18,0
United States,1968,Diving,4,2,6,0
United States,1968,Equestrianism,1,1,14,4
United States,1968,Fencing,0,0,32,0
United States,1968,Gymnastics,0,0,84,0
United States,1968,Modern Pentathlon,0,0,6,0
United States,1968,Rowing,2,0,23,2
United States,1968,Sailing,0,5,6,0
United States,1968,Shooting,0,1,11,2
United States,1968,Swimming,16,52,24,15
United States,1968,Volleyball,0,0,24,0
United States,1968,Water Polo,0,0,11,0
United States,1968,Weightlifting,1,0,6,0
United States,1968,Wrestling,0,0,14,2
United States,1972,Archery,0,2,4,0
United States,1972,Athletics,8,9,81,11
United States,1972,Basketball,0,0,0,12
United States,1972,Boxing,3,1,7,0
United States,1972,Canoeing,1,0,21,0
United States,1972,Cycling,0,0,18,0
United States,1972,Diving,1,1,9,1
United States,1972,Equestrianism,1,0,12,8
United States,1972,Fencing,0,0,31,0
United States,1972,Football,0,0,19,0
United States,1972,Gymnastics,0,0,84,0
United States,1972,Handball,0,0,15,0
United States,1972,Judo,0,0,6,0
United States,1972,Modern Pentathlon,0,0,6,0
United States,1972,Rowing,0,0,17,9
United States,1972,Sailing,5,3,5,0
United States,1972,Shooting,0,2,12,2
United States,1972,Swimming,12,48,34,14
United States,1972,Water Polo,11,0,0,0
United States,1972,Weightlifting,0,0,9,0
United States,1972,Wrestling,1,3,13,2
United States,1976,Archery,0,2,2,0
United States,1976,Athletics,8,12,77,11
United States,1976,Basketball,0,12,0,12
United States,1976,Boxing,1,5,4,1
